GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
Zm00001eb432910	Uncharacterized protein					
Zm00001eb023140	Oxysterol-binding protein-related protein 2A	OS10G0554100 PROTEIN (PTHR10972:SF211)	transfer/carrier protein(PC00219)	lipid binding(GO:0008289);sterol binding(GO:0032934)	lipid transport(GO:0006869)	cytosol(GO:0005829);membrane(GO:0016020)
Zm00001eb197490	Uncharacterized protein					
Zm00001eb064310	"Elongation factor G, mitochondrial"	"ELONGATION FACTOR G, MITOCHONDRIAL (PTHR43636:SF2)"				
Zm00001eb071940	UvrD-like helicase ATP-binding domain-containing protein	TPR AND ANKYRIN REPEAT-CONTAINING PROTEIN 1 (PTHR21529:SF4)		nucleotide binding(GO:0000166);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787)		chromosome(GO:0005694)
Zm00001eb185500	Mitochondrial-processing peptidase subunit alpha	MITOCHONDRIAL-PROCESSING PEPTIDASE SUBUNIT ALPHA (PTHR11851:SF49)	metalloprotease(PC00153)	metal ion binding(GO:0046872)		mitochondrial processing peptidase complex(GO:0017087)
Zm00001eb345840	Galacturonosyltransferase 7	HEXOSYLTRANSFERASE (PTHR32116:SF105)	transferase(PC00220)	polygalacturonate 4-alpha-galacturonosyltransferase activity(GO:0047262)		
Zm00001eb128070	Serine_threonine-protein kinase-like protein	OS01G0267800 PROTEIN (PTHR27001:SF850)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	signal transduction(GO:0007165)	plasma membrane(GO:0005886)
Zm00001eb216200	Mitogen-activated protein kinase kinase 9	SERINE_THREONINE-PROTEIN KINASE NEKL-3 (PTHR43289:SF6)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);MAP kinase kinase activity(GO:0004708);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	MAPK cascade(GO:0000165);response to stress(GO:0006950);cell communication(GO:0007154);response to other organism(GO:0051707)	
Zm00001eb379170	WAT1-related protein	WAT1-RELATED PROTEIN (PTHR31218:SF250)		transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb039530	"Glutathione S-transferase, N-terminal domain containing protein"	THIOREDOXIN FAMILY PROTEIN (PTHR45288:SF1)	oxidoreductase(PC00176)	transferase activity(GO:0016740)		
Zm00001eb428020	Uncharacterized protein	OS04G0583200 PROTEIN (PTHR33172:SF105)			response to stress(GO:0006950)	nucleus(GO:0005634)
Zm00001eb174600	Glycosyltransferase family protein 64 C3	GLYCOSYLTRANSFERASE FAMILY PROTEIN 64 C3 (PTHR48409:SF1)		transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757)		membrane(GO:0016020)
Zm00001eb107770	Protein kinase domain-containing protein			nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)		
Zm00001eb165420	AAA-type ATPase family protein	AAA-TYPE ATPASE FAMILY PROTEIN (PTHR45644:SF73)		nucleotide binding(GO:0000166);RNA binding(GO:0003723);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887)		mitochondrial outer membrane(GO:0005741)
Zm00001eb207090	Copper-transporting ATPase RAN1	P-TYPE CU(+) TRANSPORTER (PTHR43520:SF8)	primary active transporter(PC00068)	nucleotide binding(GO:0000166);copper ion binding(GO:0005507);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ATPase-coupled monoatomic cation transmembrane transporter activity(GO:0019829);P-type divalent copper transporter activity(GO:0043682);metal ion binding(GO:0046872)	monoatomic ion transport(GO:0006811);monoatomic cation transport(GO:0006812);copper ion transmembrane transport(GO:0035434);copper ion homeostasis(GO:0055070);monoatomic cation transmembrane transport(GO:0098655)	membrane(GO:0016020)
Zm00001eb356040	Katanin p80 WD40 repeat-containing subunit B1 homolog					
Zm00001eb116210	HAT C-terminal dimerisation domain-containing protein			protein dimerization activity(GO:0046983)		
Zm00001eb392250	Uncharacterized protein					
Zm00001eb074480	Extensin-like protein	OS04G0554800 PROTEIN (PTHR31731:SF164)				
Zm00001eb065080	Protein EXPORTIN 1A	EXPORTIN-1 (PTHR11223:SF2)	transporter(PC00227)	nuclear export signal receptor activity(GO:0005049);small GTPase binding(GO:0031267)	ribosomal large subunit export from nucleus(GO:0000055);ribosomal small subunit export from nucleus(GO:0000056);protein export from nucleus(GO:0006611);intracellular protein transport(GO:0006886);embryo sac development(GO:0009553);pollen germination(GO:0009846);pollen tube growth(GO:0009860);protein transport(GO:0015031);mRNA transport(GO:0051028)	nucleus(GO:0005634);nuclear pore(GO:0005643);cytoplasm(GO:0005737);nuclear membrane(GO:0031965)
Zm00001eb083480	Acyl-coenzyme A oxidase	ACYL-COENZYME A OXIDASE (PTHR10909:SF378)	oxidoreductase(PC00176)	"acyl-CoA oxidase activity(GO:0003997);fatty acid binding(GO:0005504);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-CH group of donors(GO:0016627);flavin adenine dinucleotide binding(GO:0050660);FAD binding(GO:0071949)"	lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid beta-oxidation(GO:0006635);fatty acid beta-oxidation using acyl-CoA oxidase(GO:0033540)	peroxisome(GO:0005777)
Zm00001eb212500	Methyltransferase	METHYLTRANSFERASE (PTHR44068:SF2)		sterol 24-C-methyltransferase activity(GO:0003838);methyltransferase activity(GO:0008168);S-adenosylmethionine-dependent methyltransferase activity(GO:0008757);transferase activity(GO:0016740)	steroid biosynthetic process(GO:0006694);steroid metabolic process(GO:0008202);sterol biosynthetic process(GO:0016126);methylation(GO:0032259)	endoplasmic reticulum(GO:0005783)
Zm00001eb198260	RING_U-box superfamily protein	OS09G0511500 PROTEIN (PTHR46798:SF19)		ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270)		nucleus(GO:0005634)
Zm00001eb376200	rRNA-processing protein FCF1	RRNA-PROCESSING PROTEIN FCF1 HOMOLOG (PTHR12416:SF2)			rRNA processing(GO:0006364);ribosome biogenesis(GO:0042254)	nucleolus(GO:0005730);small-subunit processome(GO:0032040)
Zm00001eb109920	Cold-regulated 413 inner membrane protein 2 chloroplastic	"COLD-REGULATED 413 INNER MEMBRANE PROTEIN 1, CHLOROPLASTIC-RELATED (PTHR33596:SF17)"				membrane(GO:0016020)
Zm00001eb332620	Putative peptide_nitrate transporter	MAJOR FACILITATOR SUPERFAMILY ANTIPORTER (PTHR23504:SF88)	secondary carrier transporter(PC00258)	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
Zm00001eb134710	Putative cyclic nucleotide-gated ion channel 5	OS12G0468500 PROTEIN (PTHR45651:SF4)	ligand-gated ion channel(PC00141)	monoatomic ion channel activity(GO:0005216);voltage-gated potassium channel activity(GO:0005249)	monoatomic ion transport(GO:0006811);potassium ion transport(GO:0006813);monoatomic ion transmembrane transport(GO:0034220);transmembrane transport(GO:0055085);potassium ion transmembrane transport(GO:0071805)	endomembrane system(GO:0012505);membrane(GO:0016020)
Zm00001eb087650	Electron transfer flavoprotein subunit beta	ELECTRON TRANSFER FLAVOPROTEIN SUBUNIT BETA (PTHR21294:SF8)	oxidoreductase(PC00176)	electron transfer activity(GO:0009055)	fatty acid beta-oxidation using acyl-CoA dehydrogenase(GO:0033539);carboxylic acid catabolic process(GO:0046395)	mitochondrion(GO:0005739);mitochondrial matrix(GO:0005759)
Zm00001eb257550	Histone deacetylase domain-containing protein			histone deacetylase activity(GO:0004407)	chromatin remodeling(GO:0006338)	
Zm00001eb233650	SUN domain-containing protein	KLAROID PROTEIN-RELATED (PTHR12911:SF8)	non-motor microtubule binding protein(PC00166)	protein-membrane adaptor activity(GO:0043495)	nucleus organization(GO:0006997);protein homooligomerization(GO:0051260);protein heterooligomerization(GO:0051291);meiotic attachment of telomere to nuclear envelope(GO:0070197);protein localization to nuclear envelope(GO:0090435)	nuclear envelope(GO:0005635);nuclear inner membrane(GO:0005637);endoplasmic reticulum membrane(GO:0005789);phragmoplast(GO:0009524)
Zm00001eb068940	Uncharacterized protein					
Zm00001eb074080	Prolyl endopeptidase	PROLYL ENDOPEPTIDASE (PTHR42881:SF1)	serine protease(PC00203)	serine-type endopeptidase activity(GO:0004252);peptidase activity(GO:0008233);serine-type peptidase activity(GO:0008236);hydrolase activity(GO:0016787);oligopeptidase activity(GO:0070012)	proteolysis(GO:0006508)	cytosol(GO:0005829)
Zm00001eb233090	Glycine cleavage system H protein	GLYCINE CLEAVAGE SYSTEM H PROTEIN-RELATED (PTHR11715:SF3)			glycine decarboxylation via glycine cleavage system(GO:0019464)	mitochondrion(GO:0005739);glycine cleavage complex(GO:0005960)
Zm00001eb371730	Elongin-C	ELONGIN-C (PTHR20648:SF0)	general transcription factor(PC00259)	protein-macromolecule adaptor activity(GO:0030674)	ubiquitin-dependent protein catabolic process(GO:0006511);jasmonic acid mediated signaling pathway(GO:0009867)	nucleus(GO:0005634);elongin complex(GO:0070449)
Zm00001eb371710	Protein kinase domain-containing protein	OS02G0179000 PROTEIN (PTHR48014:SF30)	non-receptor serine/threonine protein kinase(PC00167)	protein kinase activity(GO:0004672);ATP binding(GO:0005524);protein serine/threonine kinase activator activity(GO:0043539)		
Zm00001eb409160	Uncharacterized protein					
Zm00001eb148200	Uncharacterized protein					
Zm00001eb366490	Protein STRICTOSIDINE SYNTHASE-LIKE 11	PROTEIN STRICTOSIDINE SYNTHASE-LIKE 11 (PTHR10426:SF137)		hydrolase activity(GO:0016787)		vacuole(GO:0005773)
Zm00001eb376210	DUF295 domain-containing protein					
Zm00001eb230100	Uncharacterized protein					
Zm00001eb072300	Uncharacterized protein			phosphoenolpyruvate carboxykinase activity(GO:0004611);phosphoenolpyruvate carboxykinase (ATP) activity(GO:0004612);ATP binding(GO:0005524);purine nucleotide binding(GO:0017076)	gluconeogenesis(GO:0006094)	
Zm00001eb433250	Uncharacterized protein	F12F1.11-RELATED (PTHR31903:SF6)				
Zm00001eb396490	NAD(P)-binding Rossmann-fold superfamily protein	UDP-ARABINOSE 4-EPIMERASE 3-RELATED (PTHR43725:SF38)	epimerase/racemase(PC00096)	UDP-glucose 4-epimerase activity(GO:0003978);isomerase activity(GO:0016853)	galactose metabolic process(GO:0006012)	
Zm00001eb399970	Uncharacterized protein					
Zm00001eb255650	Ribosome production factor 2 homolog	RIBOSOME PRODUCTION FACTOR 2 HOMOLOG (PTHR12728:SF0)		rRNA binding(GO:0019843)	"ribosomal large subunit assembly(GO:0000027);maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000463);maturation of LSU-rRNA(GO:0000470);rRNA processing(GO:0006364)"	nucleolus(GO:0005730)
Zm00001eb234640	glycerophosphodiester phosphodiesterase	GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE GDPDL6-RELATED (PTHR43620:SF44)	phosphodiesterase(PC00185)	phosphoric diester hydrolase activity(GO:0008081);glycerophosphodiester phosphodiesterase activity(GO:0008889);hydrolase activity(GO:0016787)	glycerol metabolic process(GO:0006071);lipid metabolic process(GO:0006629)	
Zm00001eb159090	Uncharacterized protein					
Zm00001eb216540	peptidylprolyl isomerase	"PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP17-2, CHLOROPLASTIC (PTHR47598:SF1)"	chaperone(PC00072)	peptidyl-prolyl cis-trans isomerase activity(GO:0003755);isomerase activity(GO:0016853)		chloroplast thylakoid lumen(GO:0009543)
Zm00001eb257080	Uncharacterized protein	OS02G0781900 PROTEIN (PTHR31008:SF26)				
Zm00001eb058420	Uncharacterized protein					
Zm00001eb226720	Disease resistance protein RPM1	OS07G0186500 PROTEIN (PTHR23155:SF1182)	antimicrobial response protein(PC00051)	nucleotide binding(GO:0000166);ADP binding(GO:0043531)	innate immune response-activating signaling pathway(GO:0002758);defense response(GO:0006952);plant-type hypersensitive response(GO:0009626);defense response to bacterium(GO:0042742);defense response to other organism(GO:0098542)	
Zm00001eb238010	Cytoplasmic tRNA 2-thiolation protein 1	OS02G0258800 PROTEIN (PTHR33513:SF19)				
Zm00001eb126360	Histone deacetylase interacting domain-containing protein	"SIN3A, ISOFORM G (PTHR12346:SF0)"	"chromatin/chromatin-binding, or -regulatory protein(PC00077)"	transcription corepressor activity(GO:0003714)	negative regulation of transcription by RNA polymerase II(GO:0000122);regulation of DNA-templated transcription(GO:0006355);negative regulation of DNA-templated transcription(GO:0045892)	histone deacetylase complex(GO:0000118);chromatin(GO:0000785);nucleus(GO:0005634)
Zm00001eb226280	GDSL esterase_lipase	OS06G0694200 PROTEIN (PTHR22835:SF317)				
Zm00001eb035590	Myb-like HTH transcriptional regulator family protein	TRANSCRIPTION FACTOR DUO1 (PTHR47996:SF3)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677)		nucleus(GO:0005634)
Zm00001eb193330	Homeodomain leucine zipper family IV protein	HOMEOBOX-LEUCINE ZIPPER PROTEIN HDG11 (PTHR45654:SF1)	homeodomain transcription factor(PC00119)	"DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);lipid binding(GO:0008289)"	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357)	nucleus(GO:0005634)
Zm00001eb432900	Uncharacterized protein					
Zm00001eb344290	VQ domain-containing protein	VQ MOTIF-CONTAINING PROTEIN 10 (PTHR34777:SF1)				
Zm00001eb430260	BRX domain-containing protein	BRX DOMAIN-CONTAINING PROTEIN (PTHR46058:SF11)				nucleus(GO:0005634)
Zm00001eb360500	Ribosomal L18p_L5e family protein	EXPRESSED PROTEIN (PTHR12899:SF7)	ribosomal protein(PC00202)	structural constituent of ribosome(GO:0003735);5S rRNA binding(GO:0008097)	translation(GO:0006412)	mitochondrion(GO:0005739);ribosome(GO:0005840);ribonucleoprotein complex(GO:1990904)
Zm00001eb179780	NAD-dependent epimerase_dehydratase domain-containing protein	CINNAMOYL-COA REDUCTASE 1 (PTHR10366:SF404)	dehydratase(PC00091)	"oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616);cinnamoyl-CoA reductase activity(GO:0016621)"		
Zm00001eb380790	Embryogeneis transmembrane protein	OS06G0285941 PROTEIN (PTHR24177:SF412)	scaffold/adaptor protein(PC00226)			membrane(GO:0016020)
Zm00001eb146280	Erythroid differentiation-related factor 1-like protein	ERYTHROID DIFFERENTIATION-RELATED FACTOR 1 (PTHR15000:SF1)			positive regulation of DNA-templated transcription(GO:0045893)	
Zm00001eb404800	Uncharacterized protein	OS07G0244600 PROTEIN (PTHR31642:SF114)	acetyltransferase(PC00038)	"transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)"		
Zm00001eb113260	Uncharacterized protein					
Zm00001eb355340	Uncharacterized protein					
Zm00001eb333740	Uncharacterized protein					
Zm00001eb271050	Uncharacterized protein	GW2 (PTHR31315:SF10)				
Zm00001eb427820	H15 domain-containing protein	H15 DOMAIN-CONTAINING PROTEIN (PTHR11467:SF109)	"chromatin/chromatin-binding, or -regulatory protein(PC00077)"	DNA binding(GO:0003677);double-stranded DNA binding(GO:0003690);nucleosomal DNA binding(GO:0031492)	nucleosome assembly(GO:0006334);chromosome condensation(GO:0030261);negative regulation of DNA recombination(GO:0045910)	nucleosome(GO:0000786);nucleus(GO:0005634);nucleolus(GO:0005730)
Zm00001eb345960	Putative LOB domain-containing family protein	LOB DOMAIN-CONTAINING PROTEIN 15 (PTHR31301:SF87)		DNA-binding transcription activator activity(GO:0001216)	regulation of DNA-templated transcription(GO:0006355);positive regulation of DNA-templated transcription(GO:0045893)	nucleus(GO:0005634)
Zm00001eb210920	Uncharacterized protein					
Zm00001eb206770	Uncharacterized protein					
Zm00001eb421910	Protein BIC1	PROTEIN BIC1 (PTHR34207:SF2)			blue light signaling pathway(GO:0009785)	
Zm00001eb218380	Vacuolar protein sorting-associated protein 54 N-terminal domain-containing protein				protein transport(GO:0015031)	
Zm00001eb360350	DNA2_NAM7 helicase helicase domain-containing protein			helicase activity(GO:0004386)		
Zm00001eb310380	UPF0481 protein	OS12G0481000 PROTEIN (PTHR31549:SF80)				
Zm00001eb085730	60S ribosomal protein L37a-2	LARGE RIBOSOMAL SUBUNIT PROTEIN EL43Z (PTHR48132:SF4)		structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	ribosome(GO:0005840);ribonucleoprotein complex(GO:1990904)
Zm00001eb357970	V-type proton ATPase subunit c''2	V-TYPE PROTON ATPASE 21 KDA PROTEOLIPID SUBUNIT C'' (PTHR10263:SF18)	ATP synthase(PC00002)	"proton transmembrane transporter activity(GO:0015078);proton-transporting ATPase activity, rotational mechanism(GO:0046961)"	monoatomic ion transport(GO:0006811);proton transmembrane transport(GO:1902600)	"membrane(GO:0016020);proton-transporting two-sector ATPase complex, proton-transporting domain(GO:0033177);proton-transporting V-type ATPase, V0 domain(GO:0033179)"
Zm00001eb215350	Syntaxin-related protein KNOLLE	SYNTAXIN-RELATED PROTEIN KNOLLE (PTHR19957:SF251)	SNARE protein(PC00034)	SNARE binding(GO:0000149);SNAP receptor activity(GO:0005484)	intracellular protein transport(GO:0006886);exocytosis(GO:0006887);vesicle fusion(GO:0006906);protein transport(GO:0015031);vesicle-mediated transport(GO:0016192);vesicle docking(GO:0048278)	plasma membrane(GO:0005886);endomembrane system(GO:0012505);membrane(GO:0016020);SNARE complex(GO:0031201)
Zm00001eb185820	Uncharacterized protein					
Zm00001eb345760	DNA_RNA-binding protein Alba-like domain-containing protein	DNA_RNA-BINDING PROTEIN ALBA-LIKE DOMAIN-CONTAINING PROTEIN (PTHR31947:SF42)		nucleic acid binding(GO:0003676);RNA binding(GO:0003723)		nucleus(GO:0005634)
Zm00001eb433550	S-acyltransferase	PALMITOYLTRANSFERASE ZDHHC6 (PTHR22883:SF23)	protein modifying enzyme(PC00260)	palmitoyltransferase activity(GO:0016409);transferase activity(GO:0016740);acyltransferase activity(GO:0016746);protein-cysteine S-palmitoyltransferase activity(GO:0019706)	protein targeting to membrane(GO:0006612)	endoplasmic reticulum(GO:0005783);Golgi apparatus(GO:0005794);membrane(GO:0016020)
Zm00001eb314790	Heat stress transcription factor B-4	HEAT STRESS TRANSCRIPTION FACTOR B-4A-RELATED (PTHR10015:SF411)	winged helix/forkhead transcription factor(PC00246)	RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb108850	Putative methylesterase 11 chloroplastic	"METHYLESTERASE 11, CHLOROPLASTIC-RELATED (PTHR10992:SF872)"	esterase(PC00097)	hydrolase activity(GO:0016787);carboxylic ester hydrolase activity(GO:0052689);methyl indole-3-acetate esterase activity(GO:0080030);methyl salicylate esterase activity(GO:0080031);methyl jasmonate esterase activity(GO:0080032)	jasmonic acid metabolic process(GO:0009694);salicylic acid metabolic process(GO:0009696)	
Zm00001eb287190	G domain-containing protein	SARCALUMENIN (PTHR43681:SF1)	G-protein(PC00020)	GTP binding(GO:0005525)	thylakoid membrane organization(GO:0010027);vegetative to reproductive phase transition of meristem(GO:0010228);negative regulation of plant-type hypersensitive response(GO:0034051);negative regulation of defense response to bacterium(GO:1900425)	chloroplast outer membrane(GO:0009707);chloroplast membrane(GO:0031969)
Zm00001eb370230	Xyloglucan glycosyltransferase 12	XYLOGLUCAN GLYCOSYLTRANSFERASE 12-RELATED (PTHR32044:SF44)		transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757)	pollen tube development(GO:0048868);cell wall organization(GO:0071555);plant organ development(GO:0099402)	Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794)
Zm00001eb427800	Cationic amino acid transporter C-terminal domain-containing protein	OS04G0543600 PROTEIN (PTHR43243:SF3)	amino acid transporter(PC00046)	amino acid transmembrane transporter activity(GO:0015171);transmembrane transporter activity(GO:0022857)	amino acid transmembrane transport(GO:0003333);amino acid transport(GO:0006865);transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb263290	Uncharacterized protein					
Zm00001eb104180	Uncharacterized protein					
Zm00001eb406430	Uncharacterized protein					
Zm00001eb144660	Uncharacterized protein					
Zm00001eb391130	Uncharacterized protein	TRANSCRIPTION FACTOR KUA1 (PTHR44191:SF26)	homeodomain transcription factor(PC00119)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);response to ethylene(GO:0009723);response to gibberellin(GO:0009739);response to sucrose(GO:0009744)	nucleus(GO:0005634)
Zm00001eb249190	Putative glycerol-3-phosphate transporter 4	SUGAR PHOSPHATE EXCHANGER 3 (PTHR43184:SF12)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	phosphate ion homeostasis(GO:0055062);transmembrane transport(GO:0055085)	membrane(GO:0016020)
Zm00001eb252250	Phosphoribulokinase _ Uridine kinase family	URIDINE-CYTIDINE KINASE C (PTHR10285:SF122)	nucleotide kinase(PC00172)	ATP binding(GO:0005524);kinase activity(GO:0016301);pyrophosphatase activity(GO:0016462)	regulation of leaf senescence(GO:1900055)	cytoplasm(GO:0005737);mitochondrial outer membrane(GO:0005741)
Zm00001eb159040	Putative transcription factor	OS01G0633200 PROTEIN (PTHR21596:SF61)	endoribonuclease(PC00094)		regulatory ncRNA-mediated gene silencing(GO:0031047);regulation of macromolecule metabolic process(GO:0060255);gene silencing by siRNA-directed DNA methylation(GO:0080188)	
Zm00001eb161460	MYB-related transcription factor	MYB-RELATED TRANSCRIPTION FACTOR (PTHR44191:SF79)	homeodomain transcription factor(PC00119)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);response to ethylene(GO:0009723);response to gibberellin(GO:0009739);response to sucrose(GO:0009744)	nucleus(GO:0005634)
Zm00001eb285770	RING-type E3 ubiquitin transferase	OS10G0438800 PROTEIN (PTHR22765:SF375)	ubiquitin-protein ligase(PC00234)	zinc ion binding(GO:0008270);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511)	membrane(GO:0016020)
Zm00001eb349190	AP complex mu_sigma subunit domain-containing protein				intracellular protein transport(GO:0006886);protein transport(GO:0015031);vesicle-mediated transport(GO:0016192)	endomembrane system(GO:0012505);membrane coat(GO:0030117)
Zm00001eb089560	Uncharacterized protein					
Zm00001eb372790	Polyadenylate-binding protein 3	OS06G0219600 PROTEIN (PTHR23236:SF89)	translation initiation factor(PC00224)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);poly(A) binding(GO:0008143)		nuclear speck(GO:0016607)
Zm00001eb109210	RNA-binding protein 8A			nucleic acid binding(GO:0003676);RNA binding(GO:0003723)	RNA processing(GO:0006396)	nucleus(GO:0005634);cytoplasm(GO:0005737)
Zm00001eb367150	Uncharacterized protein					
Zm00001eb026400	Queuine tRNA-ribosyltransferase accessory subunit 2	QUEUINE TRNA-RIBOSYLTRANSFERASE ACCESSORY SUBUNIT 2 (PTHR46064:SF1)	RNA processing factor(PC00147)	tRNA-guanosine(34) queuine transglycosylase activity(GO:0008479);transferase activity(GO:0016740);metal ion binding(GO:0046872)	tRNA modification(GO:0006400);tRNA processing(GO:0008033)	cytoplasm(GO:0005737)
Zm00001eb373620	Putative zinc finger protein	ZINC FINGER PROTEIN-RELATED (PTHR46547:SF5)		DNA-binding transcription factor activity(GO:0003700);zinc ion binding(GO:0008270)	regulation of DNA-templated transcription(GO:0006355);response to gibberellin(GO:0009739);trichome differentiation(GO:0010026);trichome morphogenesis(GO:0010090)	
Zm00001eb130520	Uncharacterized protein					
Zm00001eb278360	Origin recognition complex subunit 1	ORIGIN RECOGNITION COMPLEX SUBUNIT 1 (PTHR10763:SF23)	replication origin binding protein(PC00199)	nucleotide binding(GO:0000166);DNA binding(GO:0003677);chromatin binding(GO:0003682);DNA replication origin binding(GO:0003688);ATP binding(GO:0005524);zinc ion binding(GO:0008270);ATP hydrolysis activity(GO:0016887);metal ion binding(GO:0046872)	DNA replication(GO:0006260);DNA replication initiation(GO:0006270);mitotic DNA replication checkpoint signaling(GO:0033314)	nucleus(GO:0005634);nuclear origin of replication recognition complex(GO:0005664)
Zm00001eb300920	polyribonucleotide nucleotidyltransferase	"POLYRIBONUCLEOTIDE NUCLEOTIDYLTRANSFERASE 1, MITOCHONDRIAL (PTHR11252:SF0)"	nucleotidyltransferase(PC00174)	3'-5'-RNA exonuclease activity(GO:0000175);nucleic acid binding(GO:0003676);RNA binding(GO:0003723);nuclease activity(GO:0004518);exonuclease activity(GO:0004527);polyribonucleotide nucleotidyltransferase activity(GO:0004654);transferase activity(GO:0016740);nucleotidyltransferase activity(GO:0016779);hydrolase activity(GO:0016787)	mitochondrial mRNA catabolic process(GO:0000958);mitochondrial RNA 3'-end processing(GO:0000965);rRNA processing(GO:0006364);RNA processing(GO:0006396);mRNA processing(GO:0006397);RNA catabolic process(GO:0006401);mRNA catabolic process(GO:0006402);tRNA processing(GO:0008033)	mitochondrion(GO:0005739);cytosol(GO:0005829);chloroplast(GO:0009507)
Zm00001eb402180	F-box_kelch-repeat protein SKIP11	"REPEAT-CONTAINING F-BOX FAMILY PROTEIN, PUTATIVE, EXPRESSED-RELATED (PTHR46122:SF25)"	oxidase(PC00175)			nucleus(GO:0005634)
Zm00001eb254320	p-loop containing nucleoside triphosphate hydrolase superfamily protein	KINESIN-LIKE PROTEIN KIN-4C (PTHR47969:SF6)	microtubule binding motor protein(PC00156)	nucleotide binding(GO:0000166);cytoskeletal motor activity(GO:0003774);microtubule motor activity(GO:0003777);ATP binding(GO:0005524);microtubule binding(GO:0008017);hydrolase activity(GO:0016787)	microtubule-based movement(GO:0007018);mitotic spindle organization(GO:0007052);spindle elongation(GO:0051231);cell wall organization(GO:0071555)	cytoskeleton(GO:0005856);microtubule(GO:0005874);microtubule associated complex(GO:0005875)
Zm00001eb375120	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	OS06G0176500 PROTEIN (PTHR47991:SF105)	oxygenase(PC00177)	oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872)		
Zm00001eb037290	BZIP domain-containing protein	BZIP TRANSCRIPTION FACTOR SUPERFAMILY PROTEIN-RELATED (PTHR13690:SF121)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb021670	Ubiquitin carrier protein 7					
Zm00001eb206040	Lipoxygenase	"LIPOXYGENASE 2, CHLOROPLASTIC (PTHR11771:SF89)"	oxygenase(PC00177)			
Zm00001eb101980	AT-hook motif nuclear-localized protein	AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 10 (PTHR31500:SF57)		DNA binding(GO:0003677);minor groove of adenine-thymine-rich DNA binding(GO:0003680)		nucleus(GO:0005634)
Zm00001eb180050	Uncharacterized protein					
