GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
Zm00001eb411790	Uncharacterized protein			"transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)"		
Zm00001eb151590	Regulator of chromosome condensation (RCC1) family protein	ANKYRIN REPEAT-CONTAINING PROTEIN (PTHR22870:SF466)	guanyl-nucleotide exchange factor(PC00113)			
Zm00001eb430980	Nuclear transcription factor Y subunit			nucleotide binding(GO:0000166);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);ATP binding(GO:0005524);ligase activity(GO:0016874)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634);CCAAT-binding factor complex(GO:0016602)
Zm00001eb217280	J domain-containing protein	SERINE_THREONINE-PROTEIN PHOSPHATASE 4 CATALYTIC SUBUNIT (PTHR45619:SF8)	protein phosphatase(PC00195)	protein serine/threonine phosphatase activity(GO:0004722)	double-strand break repair via homologous recombination(GO:0000724)	nucleus(GO:0005634);cytoplasm(GO:0005737);endoplasmic reticulum(GO:0005783)
Zm00001eb202170	Serine_threonine-protein kinase RUNKEL			microtubule binding(GO:0008017)	cytokinesis by cell plate formation(GO:0000911);phragmoplast assembly(GO:0000914)	
Zm00001eb214500	Protein ENHANCED DISEASE RESISTANCE 2 C-terminal domain-containing protein	OS03G0759000 PROTEIN (PTHR31558:SF5)				
Zm00001eb173960	Putative NAC domain transcription factor superfamily protein	NAC DOMAIN-CONTAINING PROTEIN 35 (PTHR31989:SF127)		DNA binding(GO:0003677)	regulation of DNA-templated transcription(GO:0006355);plant organ development(GO:0099402)	nucleus(GO:0005634)
Zm00001eb179140	Lycopene beta_epsilon cyclase protein	LYCOPENE BETA_EPSILON CYCLASE PROTEIN (PTHR32098:SF5)	cyclase(PC00079)			
Zm00001eb201650	CASP-like protein					plasma membrane(GO:0005886)
Zm00001eb287110	U6 snRNA-associated Sm-like protein LSm5	U6 SNRNA-ASSOCIATED SM-LIKE PROTEIN LSM5 (PTHR20971:SF0)	RNA splicing factor(PC00148)	RNA binding(GO:0003723)	"mRNA splicing, via spliceosome(GO:0000398);mRNA processing(GO:0006397);RNA splicing(GO:0008380)"	nucleus(GO:0005634);spliceosomal complex(GO:0005681);U6 snRNP(GO:0005688);U4/U6 x U5 tri-snRNP complex(GO:0046540);Lsm1-7-Pat1 complex(GO:1990726);ribonucleoprotein complex(GO:1990904)
Zm00001eb411350	EF hand family protein	CALMODULIN-LIKE PROTEIN 3 (PTHR10891:SF802)	calmodulin-related(PC00061)	calcium ion binding(GO:0005509);metal ion binding(GO:0046872)		
Zm00001eb178650	Signal recognition particle receptor subunit beta	SIGNAL RECOGNITION PARTICLE RECEPTOR SUBUNIT BETA (PTHR11485:SF34)	transfer/carrier protein(PC00219)	nucleotide binding(GO:0000166);GTP binding(GO:0005525)	vesicle-mediated transport(GO:0016192);protein targeting to ER(GO:0045047)	signal recognition particle receptor complex(GO:0005785);endoplasmic reticulum membrane(GO:0005789)
Zm00001eb287790	Small EDRK-rich factor-like N-terminal domain-containing protein	SI:CH211-39K3.2-RELATED (PTHR13596:SF0)				
Zm00001eb205010	polynucleotide adenylyltransferase	POLY(A) POLYMERASE (PTHR10682:SF27)	mRNA polyadenylation factor(PC00146)	nucleotide binding(GO:0000166);RNA binding(GO:0003723);ATP binding(GO:0005524);transferase activity(GO:0016740);nucleotidyltransferase activity(GO:0016779);metal ion binding(GO:0046872);poly(A) RNA polymerase activity(GO:1990817)	mRNA processing(GO:0006397);RNA 3'-end processing(GO:0031123)	nucleus(GO:0005634)
Zm00001eb202240	Uncharacterized protein					
Zm00001eb369620	Uncharacterized protein	OS05G0498666 PROTEIN (PTHR33647:SF12)				
Zm00001eb178840	FLZ-type domain-containing protein	OS08G0407600 PROTEIN (PTHR33059:SF87)		metal ion binding(GO:0046872)		cytoplasm(GO:0005737)
Zm00001eb294880	Lipid transfer protein1	OS05G0550600 PROTEIN (PTHR33214:SF74)		lipid binding(GO:0008289)	lipid transport(GO:0006869)	
Zm00001eb430990	Putative leucine-rich repeat receptor-like protein kinase family protein	OS04G0616500 PROTEIN (PTHR48006:SF41)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	regulation of innate immune response(GO:0045088)	plasma membrane(GO:0005886)
Zm00001eb151300	Receptor-like serine_threonine-protein kinase	RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE (PTHR27002:SF907)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	immune response(GO:0006955);signal transduction(GO:0007165);recognition of pollen(GO:0048544);response to other organism(GO:0051707)	plasma membrane(GO:0005886)
Zm00001eb173940	Molybdate-anion transporter	MOLYBDATE-ANION TRANSPORTER (PTHR23516:SF2)	transporter(PC00227)	molybdate ion transmembrane transporter activity(GO:0015098)	molybdate ion transport(GO:0015689)	membrane(GO:0016020)
Zm00001eb386800	Nuclear pore complex protein NUP96 C-terminal domain-containing protein					
Zm00001eb357030	Zinc ion binding	CELL GROWTH-REGULATING NUCLEOLAR PROTEIN (PTHR13100:SF10)	RNA processing factor(PC00147)	nucleic acid binding(GO:0003676);DNA binding(GO:0003677);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	negative regulation of transcription by RNA polymerase II(GO:0000122);rRNA processing(GO:0006364)	nucleus(GO:0005634);nucleolus(GO:0005730)
Zm00001eb357750	Pop3 peptide	STRESS-RESPONSE A_B BARREL DOMAIN-CONTAINING PROTEIN (PTHR33178:SF10)				
Zm00001eb422080	Uncharacterized protein					
Zm00001eb150960	GOS2-like protein	OS05G0498400 PROTEIN (PTHR10388:SF58)	translation initiation factor(PC00224)			
Zm00001eb286580	Uncharacterized protein					
Zm00001eb397520	ATP synthase B chain	"ATP SYNTHASE SUBUNIT B', CHLOROPLASTIC (PTHR33445:SF2)"	ATP synthase(PC00002)	"proton transmembrane transporter activity(GO:0015078);proton-transporting ATPase activity, rotational mechanism(GO:0046961)"	monoatomic ion transport(GO:0006811);proton motive force-driven ATP synthesis(GO:0015986);proton transmembrane transport(GO:1902600)	membrane(GO:0016020);proton-transporting ATP synthase complex(GO:0045259)
Zm00001eb294870	Non-specific lipid-transfer protein 2	BIFUNCTIONAL INHIBITOR_LIPID-TRANSFER PROTEIN_SEED STORAGE 2S ALBUMIN SUPERFAMILY PROTEIN (PTHR33214:SF69)		lipid binding(GO:0008289)	lipid transport(GO:0006869)	
Zm00001eb066950	Actin-related protein 8	ACTIN-RELATED PROTEIN 8 (PTHR11937:SF456)	actin and actin related protein(PC00039)	structural constituent of cytoskeleton(GO:0005200)	cytoskeleton organization(GO:0007010)	actin cytoskeleton(GO:0015629)
Zm00001eb357050	Uncharacterized protein	OS01G0579800 PROTEIN (PTHR34364:SF2)				
Zm00001eb286720	Uncharacterized protein	OS05G0337200 PROTEIN (PTHR31945:SF78)	DNA-binding transcription factor(PC00218)	DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565);protein dimerization activity(GO:0046983)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb344020	"Solute carrier family 2, facilitated glucose transporter member 8"	MAJOR FACILITATOR SUPERFAMILY (MFS) PROFILE DOMAIN-CONTAINING PROTEIN (PTHR48021:SF60)		transmembrane transporter activity(GO:0022857);sugar transmembrane transporter activity(GO:0051119)	carbohydrate transport(GO:0008643);carbohydrate transmembrane transport(GO:0034219);transmembrane transport(GO:0055085)	membrane(GO:0016020)
Zm00001eb422460	RRM domain-containing protein	POLYADENYLATE-BINDING PROTEIN-INTERACTING PROTEIN 13 (PTHR32343:SF32)	RNA splicing factor(PC00148)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723)		
Zm00001eb411170	Carboxypeptidase	CARBOXYPEPTIDASE (PTHR11802:SF290)	serine protease(PC00203)	"carboxypeptidase activity(GO:0004180);serine-type carboxypeptidase activity(GO:0004185);peptidase activity(GO:0008233);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747);hydrolase activity(GO:0016787)"	proteolysis(GO:0006508);secondary metabolic process(GO:0019748)	
Zm00001eb177000	RING-H2 finger protein ATL13	RING-H2 FINGER PROTEIN ATL13-RELATED (PTHR45768:SF10)	ubiquitin-protein ligase(PC00234)	zinc ion binding(GO:0008270);transferase activity(GO:0016740);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)		membrane(GO:0016020)
Zm00001eb432930	Uncharacterized protein					
Zm00001eb286710	Heavy metal transport_detoxification superfamily protein	OS05G0337400 PROTEIN (PTHR35756:SF1)				
Zm00001eb201190	Uncharacterized protein					
Zm00001eb215460	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR33983:SF20)				
Zm00001eb189330	Uncharacterized protein					
Zm00001eb217220	Glutamine amidotransferase domain-containing protein	"GLUTAMINE AMIDOTRANSFERASE CLASS-I FAMILY PROTEIN, EXPRESSED (PTHR42695:SF13)"				cytosol(GO:0005829)
Zm00001eb178580	Hexosyltransferase	HYDROXYPROLINE O-GALACTOSYLTRANSFERASE HPGT1 (PTHR11214:SF74)	glycosyltransferase(PC00111)	galactosyltransferase activity(GO:0008378);transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);hexosyltransferase activity(GO:0016758)		Golgi membrane(GO:0000139);membrane(GO:0016020)
Zm00001eb177760	C2H2-type domain-containing protein	C2H2-TYPE DOMAIN-CONTAINING PROTEIN (PTHR47487:SF2)		nucleic acid binding(GO:0003676);zinc ion binding(GO:0008270)		
Zm00001eb287120	Uncharacterized protein					
Zm00001eb060130	FAS1 domain-containing protein	FASCICLIN-LIKE ARABINOGALACTAN PROTEIN 16 (PTHR32499:SF3)				extracellular region(GO:0005576)
Zm00001eb093580	Protein DETOXIFICATION	PROTEIN DETOXIFICATION 20-RELATED (PTHR11206:SF102)	transporter(PC00227)	antiporter activity(GO:0015297);transmembrane transporter activity(GO:0022857);xenobiotic transmembrane transporter activity(GO:0042910)	transmembrane transport(GO:0055085);xenobiotic detoxification by transmembrane export across the plasma membrane(GO:1990961)	membrane(GO:0016020)
Zm00001eb317200	Calcium-transporting ATPase	CALCIUM-TRANSPORTING ATPASE (PTHR24093:SF436)	primary active transporter(PC00068)	nucleotide binding(GO:0000166);P-type calcium transporter activity(GO:0005388);calmodulin binding(GO:0005516);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);metal ion binding(GO:0046872)	monoatomic ion transport(GO:0006811);calcium ion transport(GO:0006816);calcium ion transmembrane transport(GO:0070588)	plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb356890	"Elongation factor Ts, mitochondrial"			translation elongation factor activity(GO:0003746)	translation(GO:0006412);translational elongation(GO:0006414)	mitochondrion(GO:0005739)
Zm00001eb411160	Secreted protein					
Zm00001eb431300	Uncharacterized protein	RHO GTPASE-ACTIVATING PROTEIN (PTHR38371:SF1)	GTPase-activating protein(PC00257)			
Zm00001eb272950	Subtilisin-like protease SBT2.6	SUBTILISIN-LIKE PROTEASE SBT2.6 (PTHR10795:SF384)	serine protease(PC00203)	serine-type endopeptidase activity(GO:0004252);peptidase activity(GO:0008233);serine-type peptidase activity(GO:0008236);hydrolase activity(GO:0016787)	proteolysis(GO:0006508)	extracellular region(GO:0005576)
Zm00001eb051750	C2H2-type domain-containing protein	OS12G0581900 PROTEIN (PTHR47593:SF8)		zinc ion binding(GO:0008270)		
Zm00001eb066940	Ubiquitin-conjugating enzyme E2 11	UBIQUITIN-CONJUGATING ENZYME E2 30 (PTHR24068:SF434)	ubiquitin-protein ligase(PC00234)	nucleotide binding(GO:0000166);ubiquitin-protein transferase activity(GO:0004842);ATP binding(GO:0005524);transferase activity(GO:0016740);ubiquitin conjugating enzyme activity(GO:0061631)	protein polyubiquitination(GO:0000209);ubiquitin-dependent protein catabolic process(GO:0006511);protein ubiquitination(GO:0016567)	nucleus(GO:0005634)
Zm00001eb273030	Uncharacterized protein					
Zm00001eb411220	Bulb-type lectin domain-containing protein	BULB-TYPE LECTIN DOMAIN-CONTAINING PROTEIN (PTHR32444:SF240)		protein serine/threonine kinase activity(GO:0004674)	response to other organism(GO:0051707)	membrane(GO:0016020)
Zm00001eb052820	cysteine dioxygenase	CYSTEINE DIOXYGENASE (PTHR22966:SF63)		"oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(GO:0016702);cysteine dioxygenase activity(GO:0017172);metal ion binding(GO:0046872)"	detection of hypoxia(GO:0070483)	
Zm00001eb201590	ADP-ribosylation factor-like protein 2	ADP-RIBOSYLATION FACTOR-LIKE PROTEIN 2 (PTHR45697:SF2)		nucleotide binding(GO:0000166);GTPase activity(GO:0003924);GTP binding(GO:0005525)	protein folding(GO:0006457)	cytoplasm(GO:0005737);microtubule cytoskeleton(GO:0015630)
Zm00001eb150800	Uncharacterized protein	OS01G0798600 PROTEIN (PTHR33672:SF24)			photosystem I assembly(GO:0048564);response to photooxidative stress(GO:0080183)	chloroplast thylakoid membrane(GO:0009535)
Zm00001eb432880	Oligouridylate-binding protein 1C	(RICE GENOME ANNOTATION PROJECT) RNA RECOGNITION MOTIF FAMILY PROTEIN (PTHR48033:SF12)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)	regulation of gene expression(GO:0010468)	chromatin(GO:0000785);nucleoplasm(GO:0005654)
Zm00001eb340110	Uncharacterized protein				rRNA processing(GO:0006364)	exosome (RNase complex)(GO:0000178);nucleus(GO:0005634)
Zm00001eb397420	Uncharacterized protein	TRANSMEMBRANE PROTEIN (PTHR33728:SF21)				
Zm00001eb422550	WAT1-related protein	WAT1-RELATED PROTEIN (PTHR31218:SF200)		transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb431170	Uncharacterized protein					
Zm00001eb204850	Putative FYVE zinc finger containing actin-binding-domain protein family	RING_FYVE_PHD-TYPE ZINC FINGER FAMILY PROTEIN (PTHR15629:SF43)	non-motor actin binding protein(PC00165)	zinc ion binding(GO:0008270);phosphatidylinositol binding(GO:0035091);metal ion binding(GO:0046872)		
Zm00001eb201620	Uncharacterized protein					
Zm00001eb357940	"ATP synthase subunit epsilon, mitochondrial"	"ATP SYNTHASE SUBUNIT EPSILON, MITOCHONDRIAL (PTHR12448:SF0)"	ATP synthase(PC00002)	"proton-transporting ATP synthase activity, rotational mechanism(GO:0046933)"	ATP biosynthetic process(GO:0006754);monoatomic ion transport(GO:0006811);proton motive force-driven ATP synthesis(GO:0015986);proton motive force-driven mitochondrial ATP synthesis(GO:0042776);proton transmembrane transport(GO:1902600)	mitochondrion(GO:0005739);mitochondrial inner membrane(GO:0005743);proton-transporting ATP synthase complex(GO:0045259)
Zm00001eb397230	50S ribosomal protein L10	LARGE RIBOSOMAL SUBUNIT PROTEIN UL10M (PTHR11560:SF8)	ribosomal protein(PC00202)	RNA binding(GO:0003723);structural constituent of ribosome(GO:0003735);rRNA binding(GO:0019843)	translation(GO:0006412)	ribosome(GO:0005840);chloroplast(GO:0009507);large ribosomal subunit(GO:0015934);ribonucleoprotein complex(GO:1990904)
Zm00001eb052630	DWNN domain a CCHC-type zinc finger	OS03G0659400 PROTEIN (PTHR15439:SF6)	ubiquitin-protein ligase(PC00234)	nucleic acid binding(GO:0003676);zinc ion binding(GO:0008270);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	mRNA processing(GO:0006397);ubiquitin-dependent protein catabolic process(GO:0006511);protein ubiquitination(GO:0016567)	nucleus(GO:0005634)
Zm00001eb430700	Nucleotide binding	RNA-BINDING PROTEIN 19-RELATED (PTHR23147:SF48)	RNA splicing factor(PC00148)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)	"regulation of alternative mRNA splicing, via spliceosome(GO:0000381)"	nucleolus(GO:0005730);nuclear speck(GO:0016607)
Zm00001eb177940	Enhancer of polycomb-like protein	ENHANCER OF POLYCOMB-LIKE PROTEIN (PTHR14898:SF2)	"chromatin/chromatin-binding, or -regulatory protein(PC00077)"	protein-macromolecule adaptor activity(GO:0030674)	chromatin organization(GO:0006325);regulation of transcription by RNA polymerase II(GO:0006357)	nucleus(GO:0005634);piccolo histone acetyltransferase complex(GO:0032777);NuA4 histone acetyltransferase complex(GO:0035267)
Zm00001eb028210	DROUGHT SENSITIVE 1	WD REPEAT-CONTAINING PROTEIN 76 (PTHR14773:SF0)		DNA binding(GO:0003677)	regulation of DNA damage checkpoint(GO:2000001)	nucleus(GO:0005634)
Zm00001eb069100	Uncharacterized protein					
Zm00001eb425440	Sister chromatid cohesion 1 protein 2	SISTER CHROMATID COHESION 1 PROTEIN 2 (PTHR12585:SF73)		chromatin binding(GO:0003682)	chromosome segregation(GO:0007059);sister chromatid cohesion(GO:0007062);replication-born double-strand break repair via sister chromatid exchange(GO:1990414)	nucleus(GO:0005634);cohesin complex(GO:0008278)
Zm00001eb287350	Putative DUF26-domain receptor-like protein kinase family protein	DUF26-DOMAIN RECEPTOR-LIKE PROTEIN KINASE FAMILY PROTEIN-RELATED (PTHR47973:SF69)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)		
Zm00001eb287860	1-deoxy-D-xylulose-5-phosphate synthase	"1-DEOXY-D-XYLULOSE-5-PHOSPHATE SYNTHASE, CHLOROPLASTIC (PTHR43322:SF5)"	transferase(PC00220)	1-deoxy-D-xylulose-5-phosphate synthase activity(GO:0008661);transferase activity(GO:0016740);transketolase or transaldolase activity(GO:0016744);metal ion binding(GO:0046872)	"isoprenoid biosynthetic process(GO:0008299);thiamine biosynthetic process(GO:0009228);chlorophyll biosynthetic process(GO:0015995);terpenoid biosynthetic process(GO:0016114);isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway(GO:0019288)"	chloroplast(GO:0009507)
Zm00001eb052680	TATA-box-binding protein 1	TATA-BOX-BINDING PROTEIN (PTHR10126:SF42)	general transcription factor(PC00259)	DNA binding(GO:0003677);RNA polymerase II general transcription initiation factor activity(GO:0016251)	DNA-templated transcription initiation(GO:0006352);transcription by RNA polymerase II(GO:0006366)	nucleus(GO:0005634)
Zm00001eb397580	UDP-glucuronate decarboxylase	UDP-GLUCURONATE DECARBOXYLASE (PTHR43078:SF42)	decarboxylase(PC00089)	lyase activity(GO:0016829);carboxy-lyase activity(GO:0016831);UDP-glucuronate decarboxylase activity(GO:0048040);NAD+ binding(GO:0070403)	UDP-D-xylose biosynthetic process(GO:0033320);D-xylose metabolic process(GO:0042732)	cytoplasm(GO:0005737)
Zm00001eb201500	Exocyst complex component SEC5				exocytosis(GO:0006887);Golgi to plasma membrane transport(GO:0006893);protein transport(GO:0015031)	exocyst(GO:0000145)
Zm00001eb408320	Protein kinase domain-containing protein	OS12G0180500 PROTEIN (PTHR27001:SF927)		protein kinase activity(GO:0004672);ATP binding(GO:0005524)	signal transduction(GO:0007165)	plasma membrane(GO:0005886)
Zm00001eb352080	Putative ubiquitin-conjugating enzyme family			nucleotide binding(GO:0000166);ubiquitin-protein transferase activity(GO:0004842);ATP binding(GO:0005524);transferase activity(GO:0016740);ubiquitin conjugating enzyme activity(GO:0061631)	protein ubiquitination(GO:0016567)	
Zm00001eb183030	Glutathione S-transferase	GST N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR44548:SF3)				
Zm00001eb346460	RING-H2 finger protein ATL3	OS10G0438800 PROTEIN (PTHR22765:SF375)	ubiquitin-protein ligase(PC00234)	zinc ion binding(GO:0008270);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511)	membrane(GO:0016020)
Zm00001eb204910	60S ribosomal protein L11-1	60S RIBOSOMAL PROTEIN L11 (PTHR11994:SF8)	ribosomal protein(PC00202)	RNA binding(GO:0003723);structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	ribosome(GO:0005840);cytosolic large ribosomal subunit(GO:0022625);ribonucleoprotein complex(GO:1990904)
Zm00001eb273060	Uncharacterized protein					
Zm00001eb317380	Uncharacterized protein	OS09G0499300 PROTEIN (PTHR35162:SF12)				
Zm00001eb358020	Plant Tudor-like RNA-binding protein	OS01G0611200 PROTEIN (PTHR33432:SF35)			defense response to fungus(GO:0050832)	nucleus(GO:0005634)
Zm00001eb189340	Uncharacterized protein					
Zm00001eb214950	Myosin-12	MYOSIN-12 (PTHR13140:SF270)	actin binding motor protein(PC00040)	microfilament motor activity(GO:0000146);nucleotide binding(GO:0000166);cytoskeletal motor activity(GO:0003774);actin binding(GO:0003779);calmodulin binding(GO:0005516);ATP binding(GO:0005524);actin filament binding(GO:0051015)	actin filament organization(GO:0007015);actin filament-based movement(GO:0030048)	cytoplasm(GO:0005737);actin cytoskeleton(GO:0015629);membrane(GO:0016020);myosin complex(GO:0016459)
Zm00001eb273020	GATA transcription factor 24	GATA TRANSCRIPTION FACTOR 28 (PTHR46125:SF27)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677);zinc ion binding(GO:0008270);sequence-specific DNA binding(GO:0043565);metal ion binding(GO:0046872)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb214230	Zinc finger protein AZF2	ZINC FINGER PROTEIN 1 (PTHR45988:SF91)	C2H2 zinc finger transcription factor(PC00248)	transcription cis-regulatory region binding(GO:0000976);DNA-binding transcription factor activity(GO:0003700);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb151580	Uncharacterized protein					
Zm00001eb162810	CBL-interacting serine_threonine-protein kinase 8	NON-SPECIFIC SERINE_THREONINE PROTEIN KINASE (PTHR43895:SF114)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	signal transduction(GO:0007165)	
Zm00001eb052620	Putative lateral organ boundaries (LOB) domain family	LOB DOMAIN-CONTAINING PROTEIN 3 (PTHR31301:SF58)		DNA-binding transcription activator activity(GO:0001216)	regulation of DNA-templated transcription(GO:0006355);positive regulation of DNA-templated transcription(GO:0045893)	nucleus(GO:0005634)
Zm00001eb420290	Vps72_YL1 C-terminal domain-containing protein	INO80 COMPLEX SUBUNIT C (PTHR31200:SF1)			chromatin remodeling(GO:0006338);regulation of ethylene-activated signaling pathway(GO:0010104);positive regulation of gene expression(GO:0010628);epigenetic regulation of gene expression(GO:0040029)	nucleus(GO:0005634);cytoplasm(GO:0005737);Ino80 complex(GO:0031011)
Zm00001eb028050	"1,3-beta-glucan synthase component FKS1-like domain-containing protein"					
Zm00001eb215550	ACT domain-containing protein ACR	ACT DOMAIN-CONTAINING PROTEIN ACR1 (PTHR31096:SF7)		amino acid binding(GO:0016597)		
Zm00001eb431210	Autophagy-related protein	AUTOPHAGY-RELATED PROTEIN (PTHR10969:SF57)	non-motor microtubule binding protein(PC00166)	phosphatidylethanolamine binding(GO:0008429)	autophagosome assembly(GO:0000045);mitophagy(GO:0000423);autophagy(GO:0006914);cellular response to nitrogen starvation(GO:0006995);autophagosome maturation(GO:0097352)	autophagosome membrane(GO:0000421);vacuolar membrane(GO:0005774);autophagosome(GO:0005776);cytoskeleton(GO:0005856);cytoplasmic vesicle(GO:0031410)
Zm00001eb027920	Glyoxylate reductase	2-HYDROXYACID DEHYDROGENASE YGL185C-RELATED (PTHR10996:SF178)	dehydrogenase(PC00092)	"oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616);hydroxypyruvate reductase [NAD(P)H] activity(GO:0016618);glyoxylate reductase (NADPH) activity(GO:0030267);NAD binding(GO:0051287)"		cytosol(GO:0005829)
Zm00001eb028000	Pumilio homolog 23	NUCLEOLAR PROTEIN 9 (PTHR13102:SF0)	RNA metabolism protein(PC00031)	RNA binding(GO:0003723)	"ribosomal small subunit export from nucleus(GO:0000056);endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000447);endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000472);endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000480);regulation of translation(GO:0006417)"	"nucleolus(GO:0005730);90S preribosome(GO:0030686);preribosome, small subunit precursor(GO:0030688)"
Zm00001eb432720	Putative HLH DNA-binding domain superfamily protein	TRANSCRIPTION FACTOR IBH1 (PTHR33124:SF40)	DNA-binding transcription factor(PC00218)	DNA binding(GO:0003677)	regulation of DNA-templated transcription(GO:0006355);response to brassinosteroid(GO:0009741);unidimensional cell growth(GO:0009826)	nucleus(GO:0005634)
Zm00001eb162310	High-affinity nitrate transporter 2.4	HIGH AFFINITY NITRATE TRANSPORTER 2.7 (PTHR23515:SF10)	transporter(PC00227)	nitrate transmembrane transporter activity(GO:0015112);transmembrane transporter activity(GO:0022857)	nitrate transmembrane transport(GO:0015706);nitrate assimilation(GO:0042128);transmembrane transport(GO:0055085)	plant-type vacuole membrane(GO:0009705);endomembrane system(GO:0012505)
Zm00001eb065450	TLC domain-containing protein	EXPRESSED PROTEIN (PTHR13439:SF71)	transferase(PC00220)		lipid homeostasis(GO:0055088)	endoplasmic reticulum(GO:0005783);membrane(GO:0016020)
Zm00001eb397530	Polyadenylate-binding protein	POLYADENYLATE-BINDING PROTEIN 7 (PTHR24012:SF455)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA 3'-UTR binding(GO:0003730);poly(A) binding(GO:0008143);poly(U) RNA binding(GO:0008266)		nucleus(GO:0005634);cytoplasm(GO:0005737);cytosol(GO:0005829);ribonucleoprotein complex(GO:1990904)
Zm00001eb052430	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR24056:SF395)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);RNA polymerase II CTD heptapeptide repeat kinase activity(GO:0008353);kinase activity(GO:0016301);transferase activity(GO:0016740)	regulation of transcription by RNA polymerase II(GO:0006357)	nucleus(GO:0005634)
Zm00001eb151500	Uncharacterized protein					
Zm00001eb162560	DNAJ heat shock N-terminal domain-containing protein	AT29763P-RELATED (PTHR43908:SF3)		Hsp70 protein binding(GO:0030544)	protein folding(GO:0006457);cellular response to misfolded protein(GO:0071218)	endoplasmic reticulum(GO:0005783);endoplasmic reticulum membrane(GO:0005789)
