#node	identifier	domain_summary_url	annotation	other_names_and_aliases
B6SIX0_MAIZE	4577.B6SIX0	16.9 kDa class I heat shock protein 1; Belongs to the small heat shock protein (HSP20) family.	https://smart.embl.de/smart/DDvec.cgi?smart=154:Pfam_HSP20(50|153)+	100280576,16.9 kDa class I heat shock protein 1,B6SIX0,B6SIX0_MAIZE,HSP20 family protein,NM_001153495.2,NP_001146967,NP_001146967.1,ZEAMMB73_Zm00001d039933,zma:100280576
B6SLV6_MAIZE	4577.B6SLV6	16.9 kDa class I heat shock protein 3; Belongs to the small heat shock protein (HSP20) family.	https://smart.embl.de/smart/DDvec.cgi?smart=149:Pfam_HSP20(41|148)+	100282956,16.9 kDa class I heat shock protein 3,17.4 kDa class I heat shock protein,B6SLV6,B6SLV6_MAIZE,HSP20 family protein,NM_001175171.1,NP_001168642,NP_001168642.1,ZEAMMB73_Zm00001d039942,zma:100282956
B6SM16_MAIZE	4577.B6SM16	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=98:	100274980,B6SM16,B6SM16_MAIZE,NM_001149211.1,NP_001142683,NP_001142683.1,Uncharacterized protein,Uncharacterized protein LOC100274980,ZEAMMB73_Zm00001d041382,zma:100274980
B6SMX7_MAIZE	4577.B6SMX7	4-hydroxy-4-methyl-2-oxoglutarate aldolase; Catalyzes the aldol cleavage of 4-hydroxy-4-methyl-2- oxoglutarate (HMG) into 2 molecules of pyruvate. Also contains a secondary oxaloacetate (OAA) decarboxylase activity due to the common pyruvate enolate transition state formed following C-C bond cleavage in the retro-aldol and decarboxylation reactions.	https://smart.embl.de/smart/DDvec.cgi?smart=168:Pfam_RraA-like(8|161)+	100281920,4-hydroxy-4-methyl-2-oxoglutarate aldolase,4.1.1.112,4.1.3.17,B6SMX7,B6SMX7_MAIZE,HMG aldolase,NM_001154839.1,NP_001148311,NP_001148311.1,Oxaloacetate decarboxylase,Regulator of ribonuclease activity A,ZEAMMB73_Zm00001d039841,zma:100281920
B6SPH4_MAIZE	4577.B6SPH4	60S ribosomal protein L29; Belongs to the eukaryotic ribosomal protein eL29 family.	https://smart.embl.de/smart/DDvec.cgi?smart=60:Pfam_Ribosomal_L29e(3|42)+	100285060,60S ribosomal protein L29,B6SPH4,B6SPH4_MAIZE,Large subunit ribosomal protein L29e,NM_001291550.1,NP_001278479,NP_001278479.1,ZEAMMB73_Zm00001d040617,zma:100285060
B6SPX8_MAIZE	4577.B6SPX8	DUF4228 domain protein.	https://smart.embl.de/smart/DDvec.cgi?smart=202:Pfam_DUF4228(1|200)+	100275195,B6SPX8,B6SPX8_MAIZE,DUF4228 domain protein,NM_001149344.1,NP_001142816,NP_001142816.1,Uncharacterized protein LOC100275195,ZEAMMB73_Zm00001d040057,zma:100275195
B6SQM2_MAIZE	4577.B6SQM2	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=70:Pfam_DUF3339(1|68)+	B6SQM2,B6SQM2_MAIZE,Uncharacterized protein,ZEAMMB73_Zm00001d040211
B6SRX0_MAIZE	4577.B6SRX0	DNA binding protein.	https://smart.embl.de/smart/DDvec.cgi?smart=348:BRLZ(205|264)+	100281065,B6SRX0,B6SRX0_MAIZE,DNA binding protein,NM_001153984.1,NP_001147456,NP_001147456.1,XM_008674593.1,XP_008672815.1,ZEAMMB73_Zm00001d041831,zma:100281065
B6SU83_MAIZE	4577.B6SU83	RING-H2 finger protein ATL3F.	https://smart.embl.de/smart/DDvec.cgi?smart=195:TRANS(34|56)+RING(117|159)+	100281312,B6SU83,B6SU83_MAIZE,RING-H2 finger protein ATL3F,RING-H2 finger protein ATL40,XP_023157738,ZEAMMB73_Zm00001d040639,zma:100281312
B6SUS4_MAIZE	4577.B6SUS4	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=156:	100275522,B6SUS4,B6SUS4_MAIZE,NM_001149581.1,NP_001143053,NP_001143053.1,Uncharacterized protein,Uncharacterized protein LOC100275522,ZEAMMB73_Zm00001d039993,zma:100275522
B6SVW0_MAIZE	4577.B6SVW0	Hydroxyproline O-galactosyltransferase GALT2.	https://smart.embl.de/smart/DDvec.cgi?smart=648:TRANS(21|43)+GLECT(159|370)+Pfam_Fringe(468|612)+	100191478,2.4.1.-,B6SVW0,B6SVW0_MAIZE,EC 2.4.1.-,Galactosyltransferase family,Hydroxyproline O-galactosyltransferase 2/3/4/5/6,Hydroxyproline O-galactosyltransferase GALT2,NM_001136910.1,NP_001130382,NP_001130382.1,Uncharacterized protein LOC100191478,ZEAMMB73_Zm00001d041504,zma:100191478
B6SX29_MAIZE	4577.B6SX29	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=113:SIGNAL(1|28)+	100275640,B6SX29,B6SX29_MAIZE,NM_001159436.1,NP_001152908,NP_001152908.1,Uncharacterized protein,Uncharacterized protein LOC100275640 precursor,ZEAMMB73_Zm00001d040450,zma:100275640
B6SZ16_MAIZE	4577.B6SZ16	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=139:	100275768,B6SZ16,B6SZ16_MAIZE,NM_001149771.2,NP_001143243,NP_001143243.1,Uncharacterized protein,Uncharacterized protein LOC100275768,ZEAMMB73_Zm00001d041732,zma:100275768
B6T1G5_MAIZE	4577.B6T1G5	Histone H2B; Belongs to the histone H2B family.	https://smart.embl.de/smart/DDvec.cgi?smart=149:H2B(52|148)+	100501306,B6T1G5,B6T1G5_MAIZE,Histone H2B,NM_001196058.1,NP_001182987,NP_001182987.1,Uncharacterized protein LOC100501306,ZEAMMB73_Zm00001d039821,zma:100501306
B6T3V1_MAIZE	4577.B6T3V1	Peroxidase; Removal of H(2)O(2), oxidation of toxic reductants, biosynthesis and degradation of lignin, suberization, auxin catabolism, response to environmental stresses such as wounding, pathogen attack and oxidative stress.	https://smart.embl.de/smart/DDvec.cgi?smart=333:SIGNAL(1|24)+Pfam_peroxidase(46|294)+	1.11.1.7,100282124,B6T3V1,B6T3V1_MAIZE,EC 1.11.1.7,NM_001155037.1,NP_001148509,NP_001148509.1,Peroxidase,Peroxidase 72 precursor,ZEAMMB73_Zm00001d040364,zma:100282124
B6T5G5_MAIZE	4577.B6T5G5	IGR domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=104:IGR(32|92)+	100274728,B6T5G5,B6T5G5_MAIZE,IGR domain-containing protein,Uncharacterized protein LOC100274728,XM_008675749.1,XP_008673971,XP_008673971.1,ZEAMMB73_Zm00001d040596,zma:100274728
B6T6C0_MAIZE	4577.B6T6C0	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=70:Pfam_DUF3339(1|67)+	100276184,B6T6C0,B6T6C0_MAIZE,Uncharacterized protein,Uncharacterized protein LOC100276184,XP_020405759,ZEAMMB73_Zm00001d040210,zma:100276184
B6T6Y3_MAIZE	4577.B6T6Y3	Cysteine-type peptidase.	https://smart.embl.de/smart/DDvec.cgi?smart=350:Pfam_OTU(214|327)+	100282393,B6T6Y3,B6T6Y3_MAIZE,Cysteine-type peptidase,NM_001155304.1,NP_001148776,NP_001148776.1,ZEAMMB73_Zm00001d012809,zma:100282393
B6T7B2_MAIZE	4577.B6T7B2	40S ribosomal protein S9-2; Belongs to the universal ribosomal protein uS4 family.	https://smart.embl.de/smart/DDvec.cgi?smart=194:Ribosomal_S4(8|108)+S4(109|179)+	100282862,40S ribosomal protein S9,40S ribosomal protein S9-2,B6T7B2,B6T7B2_MAIZE,NM_001291601.2,NP_001278530,NP_001278530.1,Small subunit ribosomal protein S9e,ZEAMMB73_Zm00001d041760,zma:100282862
B6TGT0_MAIZE	4577.B6TGT0	60S ribosomal protein L8-3.	https://smart.embl.de/smart/DDvec.cgi?smart=261:Ribosomal_L2(11|90)+Ribosomal_L2_C(96|231)+	100216796,60S ribosomal protein L2,60S ribosomal protein L8-3,B6TGT0,B6TGT0_MAIZE,Large subunit ribosomal protein L8e,NP_001336790,Uncharacterized protein LOC100216796,ZEAMMB73_Zm00001d030691,ZEAMMB73_Zm00001d041568,zma:100216796
B6TGT5_MAIZE	4577.B6TGT5	SAM domain family protein.	https://smart.embl.de/smart/DDvec.cgi?smart=192:SAM(120|186)+	100283303,B6TGT5,B6TGT5_MAIZE,NM_001156205.1,NP_001149677,NP_001149677.1,SAM domain family protein,ZEAMMB73_Zm00001d041054,zma:100283303
B6THC9_MAIZE	4577.B6THC9	Membrane magnesium transporter.	https://smart.embl.de/smart/DDvec.cgi?smart=106:Pfam_MMgT(6|76)+	100276290,B6THC9,B6THC9_MAIZE,Membrane magnesium transporter,Membrane magnesium transporter 1,NM_001291558.2,NP_001278487,NP_001278487.1,Uncharacterized protein LOC100276290,XM_008674362.1,XP_008672584.1,ZEAMMB73_Zm00001d041594,zma:100276290
B6TI86_MAIZE	4577.B6TI86	Flavin-containing monooxygenase.	https://smart.embl.de/smart/DDvec.cgi?smart=455:Pfam_Pyr_redox_3(65|279)+	1.-.-.-,1.14.13.168,100283420,B6TI86,B6TI86_MAIZE,EC 1.14.13.168,Flavin-containing monooxygenase,Indole-3-pyruvate monooxygenase,NM_001156321.1,NP_001149793,NP_001149793.1,ZEAMMB73_Zm00001d041402,zma:100283420
B6TJ06_MAIZE	4577.B6TJ06	Glycosyltransferase family 28 C-terminal domain containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=444:Pfam_Glyco_transf_28(86|212)+Pfam_Glyco_tran_28_C(265|433)+	100283509,2.4.1.227,B6TJ06,B6TJ06_MAIZE,EC 2.4.1.227,NM_001156409.1,NP_001149881,NP_001149881.1,UDP-Glycosyltransferase superfamily protein,ZEAMMB73_Zm00001d040888,zma:100283509
B6TJG2_MAIZE	4577.B6TJG2	Sarcoplasmic reticulum histidine-rich calcium-binding protein.	http://smart.embl.de/smart/DDvec.cgi?smart=247:	100283557,B6TJG2,B6TJG2_MAIZE,NM_001156457.1,NP_001149929,NP_001149929.1,ZEAMMB73_Zm00001d040118,zma:100283557
B6TJY4_MAIZE	4577.B6TJY4	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex.	https://smart.embl.de/smart/DDvec.cgi?smart=523:Pfam_Biotin_lipoyl(106|179)+Pfam_E3_binding(218|252)+Pfam_2-oxoacid_dh(290|520)+	100283617,2.3.1.-,2.3.1.168,B6TJY4,B6TJY4_MAIZE,EC 2.3.1.168,NM_001156518.1,NP_001149990,NP_001149990.1,ZEAMMB73_Zm00001d040670,zma:100283617
B6TSG6_MAIZE	4577.B6TSG6	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=105:SIGNAL(1|27)+	100304045,B6TSG6,B6TSG6_MAIZE,NM_001165558.2,NP_001159030,NP_001159030.1,Uncharacterized protein,Uncharacterized protein LOC100304045 precursor,ZEAMMB73_Zm00001d040710,zma:100304045
B6TU83_MAIZE	4577.B6TU83	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=341:TRANS(33|55)+TRANS(99|121)+TRANS(165|187)+TRANS(207|229)+TRANS(253|275)+TRANS(290|312)+	100277421,B6TU83,B6TU83_MAIZE,NM_001150985.1,NP_001144457,NP_001144457.1,Uncharacterized protein,Uncharacterized protein LOC100277421,ZEAMMB73_Zm00001d041518,zma:100277421
B6TW53_MAIZE	4577.B6TW53	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=182:	100277555,B6TW53,B6TW53_MAIZE,NM_001151080.1,NP_001144552,NP_001144552.1,Uncharacterized protein,Uncharacterized protein LOC100277555,ZEAMMB73_Zm00001d041544,zma:100277555
B6TXG3_MAIZE	4577.B6TXG3	Cysteine/Histidine-rich C1 domain family protein.	https://smart.embl.de/smart/DDvec.cgi?smart=264:Pfam_C1_2(9|55)+Pfam_C1_2(75|113)+	100277629,B6TXG3,B6TXG3_MAIZE,Cysteine/Histidine-rich C1 domain family protein,NM_001151141.1,NP_001144613,NP_001144613.1,Uncharacterized protein LOC100277629,ZEAMMB73_Zm00001d041390,zma:100277629
B6U3Q6_MAIZE	4577.B6U3Q6	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=185:	100278084,B6U3Q6,B6U3Q6_MAIZE,NM_001151477.1,NP_001144949,NP_001144949.1,Uncharacterized protein,Uncharacterized protein LOC100278084,ZEAMMB73_Zm00001d039991,zma:100278084
B6U3W8_MAIZE	4577.B6U3W8	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase; Catalyzes the formation of formate and 2-keto-4- methylthiobutyrate (KMTB) from 1,2-dihydroxy-3-keto-5-methylthiopentene (DHK-MTPene).	https://smart.embl.de/smart/DDvec.cgi?smart=182:Pfam_AraC_binding(74|175)+	1.13.11.53,1.13.11.54,103643555,ARD,Acireductone dioxygenase (Fe(2+)-requiring),B6U3W8,B6U3W8_MAIZE,EC 1.13.11.53,EC 1.13.11.54,Fe-ARD,NM_001158232.1,NP_001151704.1,XP_020402373,ZEAMMB73_Zm00001d032925,zma:103643555
B6U664_MAIZE	4577.B6U664	Rapid alkalinization factor 1.	https://smart.embl.de/smart/DDvec.cgi?smart=138:SIGNAL(1|20)+Pfam_RALF(76|138)+	100285535,B6U664,B6U664_MAIZE,Rapid alkalinization factor,Rapid alkalinization factor 1,XP_020405769,ZEAMMB73_Zm00001d040297,zma:100285535
B6U6V5_MAIZE	4577.B6U6V5	16.9 kDa class I heat shock protein 2; Belongs to the small heat shock protein (HSP20) family.	https://smart.embl.de/smart/DDvec.cgi?smart=166:Pfam_HSP20(46|148)+	100285576,16.9 kDa class I heat shock protein 2,B6U6V5,B6U6V5_MAIZE,HSP20 family protein,NM_001158467.1,NP_001151939,NP_001151939.1,ZEAMMB73_Zm00001d039941,zma:100285576
B6UBX3_MAIZE	4577.B6UBX3	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=161:SIGNAL(1|28)+	100276191,B6UBX3,B6UBX3_MAIZE,NM_001150036.2,NP_001143508,NP_001143508.2,Uncharacterized protein,Uncharacterized protein LOC100276191 precursor,ZEAMMB73_Zm00001d041794,zma:100276191
B6UDC2_MAIZE	4577.B6UDC2	Actin-interacting protein 1-2.	https://smart.embl.de/smart/DDvec.cgi?smart=610:WD40(46|85)+WD40(89|133)+WD40(134|174)+WD40(177|216)+WD40(219|261)+WD40(267|309)+WD40(313|354)+WD40(438|476)+WD40(481|520)+WD40(525|563)+WD40(567|606)+	100192950,Actin-interacting protein 1-2,B6UDC2,B6UDC2_MAIZE,NM_001138128.2,NP_001131600,NP_001131600.1,Stress protein,Uncharacterized protein LOC100192950,ZEAMMB73_Zm00001d040038,zma:100192950
B6UES6_MAIZE	4577.B6UES6	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=218:	100278865,B6UES6,B6UES6_MAIZE,NM_001152002.1,NP_001145474,NP_001145474.1,Uncharacterized protein,Uncharacterized protein LOC100278865,XM_008674448.1,XP_008672670.1,ZEAMMB73_Zm00001d041856,zma:100278865
B7ZWV4_MAIZE	4577.B7ZWV4	Cytoplasmic tRNA 2-thiolation protein 2; Plays a central role in 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of tRNA(Lys), tRNA(Glu) and tRNA(Gln). May act by forming a heterodimer with NCS6/CTU1 that ligates sulfur from thiocarboxylated URM1 onto the uridine of tRNAs at wobble position.	http://smart.embl.de/smart/DDvec.cgi?smart=460:	100279201,B7ZWV4,B7ZWV4_MAIZE,Cytoplasmic tRNA 2-thiolation protein 2,NM_001152225.1,NP_001145697,NP_001145697.1,Uncharacterized protein LOC100279201,ZEAMMB73_Zm00001d041346,zma:100279201
B7ZX72_MAIZE	4577.B7ZX72	Protein RTF1-like protein.	https://smart.embl.de/smart/DDvec.cgi?smart=647:Pfam_Plus-3(266|373)+	100279254,B7ZX72,B7ZX72_MAIZE,NM_001152275.1,NP_001145747,NP_001145747.1,Protein RTF1-like protein,RNA polymerase-associated protein RTF1,Uncharacterized protein LOC100279254,ZEAMMB73_Zm00001d041698,zma:100279254
B7ZXT3_MAIZE	4577.B7ZXT3	WAT1-related protein.	https://smart.embl.de/smart/DDvec.cgi?smart=391:Pfam_EamA(7|147)+Pfam_EamA(185|325)+	100279365,B7ZXT3,B7ZXT3_MAIZE,NM_001152382.1,NP_001145854,NP_001145854.1,Uncharacterized protein LOC100279365,WAT1-related protein,ZEAMMB73_Zm00001d040593,zma:100279365
B7ZYU5_MAIZE	4577.B7ZYU5	Zinc finger C2H2 type family protein expressed.	https://smart.embl.de/smart/DDvec.cgi?smart=471:ZnF_C2H2(9|31)+ZnF_C2H2(278|300)+ZnF_C2H2(359|381)+ZnF_C2H2(436|458)+	100279576,B7ZYU5,B7ZYU5_MAIZE,NM_001152573.1,NP_001146045,NP_001146045.1,Uncharacterized protein LOC100279576,XM_008674488.1,XP_008672710.1,ZEAMMB73_Zm00001d041506,Zinc finger C2H2 type family protein expressed,zma:100279576
B7ZZ42_MAIZE	4577.B7ZZ42	Heat shock 70 kDa protein 3; Belongs to the heat shock protein 70 family.	https://smart.embl.de/smart/DDvec.cgi?smart=649:Pfam_MreB_Mbl(118|387)+	103650526,B7ZZ42,B7ZZ42_MAIZE,Heat shock 70 kDa protein 3,Heat shock 70kDa protein 1/2/6/8,NM_001319757.1,NP_001306686,NP_001306686.1,ZEAMMB73_Zm00001d041550,zma:103650526
B8A038_MAIZE	4577.B8A038	HSP20-like chaperones superfamily protein.	http://smart.embl.de/smart/DDvec.cgi?smart=537:	100279810,B8A038,B8A038_MAIZE,HSP20-like chaperones superfamily protein,NM_001152766.1,NP_001146238,NP_001146238.1,SLT1 protein,XM_008674497.1,XP_008672719.1,ZEAMMB73_Zm00001d039854,zma:100279810
B8A0B6_MAIZE	4577.B8A0B6	Protein NRT1/ PTR FAMILY 4.6.	https://smart.embl.de/smart/DDvec.cgi?smart=609:TRANS(31|53)+TRANS(73|95)+Pfam_PTR2(102|559)+TRANS(572|594)+	100279849,B8A0B6,B8A0B6_MAIZE,NM_001152802.1,NP_001146274,NP_001146274.1,Protein NRT1/ PTR FAMILY 4.6,Uncharacterized protein LOC100279849,ZEAMMB73_Zm00001d036941,zma:100279849
B8A0R7_MAIZE	4577.B8A0R7	DUF1618 domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=871:Pfam_DUF1618(250|384)+	100279935,B8A0R7,B8A0R7_MAIZE,DUF1618 domain-containing protein,NM_001152885.1,NP_001146357,NP_001146357.1,ZEAMMB73_Zm00001d040694,zma:100279935
B8A0S8_MAIZE	4577.B8A0S8	Eukaryotic aspartyl protease family protein; Belongs to the peptidase A1 family.	https://smart.embl.de/smart/DDvec.cgi?smart=440:SIGNAL(1|22)+Pfam_TAXi_N(71|237)+Pfam_TAXi_C(268|434)+	100279940,B8A0S8,B8A0S8_MAIZE,Eukaryotic aspartyl protease family protein,NM_001152890.1,NP_001146362,NP_001146362.1,Uncharacterized protein LOC100279940 precursor,ZEAMMB73_Zm00001d041571,zma:100279940
B8A146_MAIZE	4577.B8A146	Spermidine hydroxycinnamoyl transferase.	https://smart.embl.de/smart/DDvec.cgi?smart=447:Pfam_Transferase(6|434)+	100279986,2.3.1.133,B8A146,B8A146_MAIZE,EC 2.3.1.133,NM_001152934.1,NP_001146406,NP_001146406.1,Shikimate O-hydroxycinnamoyltransferase,Spermidine hydroxycinnamoyl transferase,Uncharacterized protein LOC100279986,XM_008674517.1,XM_008674518.1,XP_008672739.1,XP_008672740.1,ZEAMMB73_Zm00001d039833,zma:100279986
B8A166_MAIZE	4577.B8A166	Putative aquaporin NIP4-2; Belongs to the MIP/aquaporin (TC 1.A.8) family.	https://smart.embl.de/smart/DDvec.cgi?smart=299:Pfam_MIP(48|257)+	100282312,Aquaporin NIP,Aquaporin NIP1.1,B8A166,B8A166_MAIZE,NP_001148696,Putative aquaporin NIP4-2,ZEAMMB73_Zm00001d040108,zma:100282312
B8A263_MAIZE	4577.B8A263	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=290:	100277730,B8A263,B8A263_MAIZE,NM_001165653.1,NP_001159125,NP_001159125.1,Uncharacterized protein,Uncharacterized protein LOC100277730,ZEAMMB73_Zm00001d040441,zma:100277730
B8A2W9_MAIZE	4577.B8A2W9	Protein SUPPRESSOR OF K(+) TRANSPORT GROWTH DEFECT 1; Belongs to the AAA ATPase family.	https://smart.embl.de/smart/DDvec.cgi?smart=435:MIT(2|79)+AAA(164|300)+Pfam_Vps4_C(368|432)+	100283774,B8A2W9,B8A2W9_MAIZE,NP_001150145,Vacuolar protein-sorting-associated protein 4,Vacuolar sorting protein 4b,ZEAMMB73_Zm00001d039904,zma:100283774
B8A2X5_MAIZE	4577.B8A2X5	Pectinesterase.	https://smart.embl.de/smart/DDvec.cgi?smart=563:SIGNAL(1|26)+PMEI(35|200)+Pfam_Pectinesterase(252|549)+	100280285,3.1.1.11,B8A2X5,B8A2X5_MAIZE,EC 3.1.1.11,NM_001153213.1,NP_001146685,NP_001146685.1,Pectinesterase,Pectinesterase precursor,ZEAMMB73_Zm00001d040650,zma:100280285
B8A3C8_MAIZE	4577.B8A3C8	Transducin/WD40 repeat-like superfamily protein.	https://smart.embl.de/smart/DDvec.cgi?smart=557:WD40(210|259)+WD40(288|327)+WD40(330|369)+WD40(372|423)+WD40(473|510)+	100280352,B8A3C8,B8A3C8_MAIZE,NM_001153278.1,NP_001146750,NP_001146750.1,Transducin/WD40 repeat-like superfamily protein,Uncharacterized protein LOC100280352,ZEAMMB73_Zm00001d041864,zma:100280352
BHLH104	4577.C0P718	Transcription factor bHLH51.	https://smart.embl.de/smart/DDvec.cgi?smart=261:HLH(78|127)+	100382374,BHLH transcription factor,BHLH104,C0P718,C0P718_MAIZE,NM_001175119.1,NP_001168590,NP_001168590.1,Transcription factor bHLH51,XM_008674904.1,XM_008674905.1,XP_008673126.1,XP_008673127.1,ZEAMMB73_Zm00001d039764,bHLH104,zma:100382374
BSD1	4577.A0A060CYZ5	BSD domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=595:BSD(356|408)+	103650001,A0A060CYZ5,A0A060CYZ5_MAIZE,BSD domain-containing protein,BSD domain-containing protein 1,BSD transcription factor,BSD1,XM_008675682.1,XP_008673904,XP_008673904.1,ZEAMMB73_Zm00001d040393,zma:103650001
Betl3	4577.A0A1D6MXK7	BETL3 protein.	https://smart.embl.de/smart/DDvec.cgi?smart=81:SIGNAL(1|22)+	542003,A0A1D6MXK7,A0A1D6MXK7_MAIZE,BETL3 protein,Basal endosperm transfer layer 3 precursor,Betl3,NM_001111651.2,NP_001105121,NP_001105121.2,ZEAMMB73_Zm00001d041671,zma:542003
C0HDT6_MAIZE	4577.C0HDT6	Ubiquitin-like-specific protease ESD4.	https://smart.embl.de/smart/DDvec.cgi?smart=493:Pfam_Peptidase_C48(307|492)+	C0HDT6,C0HDT6_MAIZE,Ubiquitin-like-specific protease ESD4,ZEAMMB73_Zm00001d040796
C0HFY5_MAIZE	4577.C0HFY5	Boron transporter 1.	https://smart.embl.de/smart/DDvec.cgi?smart=702:Pfam_HCO3_cotransp(1|187)+Pfam_HCO3_cotransp(182|377)+Pfam_HCO3_cotransp(457|552)+TRANS(561|583)+	100381433,Boron transporter,Boron transporter 1,C0HFY5,C0HFY5_MAIZE,NM_001174274.1,NP_001167745,NP_001167745.1,RTE2,Uncharacterized protein LOC100381433,ZEAMMB73_Zm00001d041590,zma:100381433
C0HG42_MAIZE	4577.C0HG42	Putative pentatricopeptide repeat-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=536:Pfam_PPR(247|276)+Pfam_PPR(281|311)+Pfam_PPR(316|346)+Pfam_PPR(351|381)+Pfam_PPR(421|451)+Pfam_PPR(456|486)+	100381451,C0HG42,C0HG42_MAIZE,NM_001322812.1,NP_001309741,NP_001309741.1,Uncharacterized protein LOC100381451,XM_008674838.1,XM_008674839.1,XP_008673060.1,XP_008673061.1,ZEAMMB73_Zm00001d041380,zma:100381451
C0P353_MAIZE	4577.C0P353	Duplicated homeodomain-like superfamily protein.	https://smart.embl.de/smart/DDvec.cgi?smart=304:SANT(28|79)+SANT(140|190)+	100381953,C0P353,C0P353_MAIZE,Duplicated homeodomain-like superfamily protein,NM_001174726.1,NP_001168197,NP_001168197.1,XM_008674885.1,XP_008673107.1,ZEAMMB73_Zm00001d039893,zma:100381953
C0P3S0_MAIZE	4577.C0P3S0	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=600:	100279421,C0P3S0,C0P3S0_MAIZE,Uncharacterized protein,XM_008674477.1,XP_008672699.1,ZEAMMB73_Zm00001d039901
C0P3Y2_MAIZE	4577.C0P3Y2	E3 ubiquitin protein ligase DRIP2.	https://smart.embl.de/smart/DDvec.cgi?smart=486:RING(84|124)+	100382051,2.3.2.27,C0P3Y2,C0P3Y2_MAIZE,E3 ubiquitin protein ligase DRIP2,E3 ubiquitin-protein ligase DRIP,EC 2.3.2.27,NM_001174816.1,NP_001168287,NP_001168287.1,ZEAMMB73_Zm00001d041405,zma:100382051
C0P4N7_MAIZE	4577.C0P4N7	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=439:Pfam_DUF2363(312|436)+	100280424,C0P4N7,C0P4N7_MAIZE,NP_001146819,Uncharacterized protein,Uncharacterized protein LOC100280424,XM_008674560.1,XP_008672782.1,ZEAMMB73_Zm00001d041789,zma:100280424
C0P4S1_MAIZE	4577.C0P4S1	Peroxidase; Removal of H(2)O(2), oxidation of toxic reductants, biosynthesis and degradation of lignin, suberization, auxin catabolism, response to environmental stresses such as wounding, pathogen attack and oxidative stress.	https://smart.embl.de/smart/DDvec.cgi?smart=348:SIGNAL(1|28)+Pfam_peroxidase(47|308)+	1.11.1.7,100285894,C0P4S1,C0P4S1_MAIZE,EC 1.11.1.7,NP_001152255,Peroxidase,Peroxidase 1 precursor,ZEAMMB73_Zm00001d040581,zma:100285894
C0P5X5_MAIZE	4577.C0P5X5	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=202:	100279343,C0P5X5,C0P5X5_MAIZE,NP_001337215,Uncharacterized LOC100279343,Uncharacterized protein,ZEAMMB73_Zm00001d040117,zma:100279343
C0P638_MAIZE	4577.C0P638	Gamma carbonic anhydrase 1 mitochondrial.	https://smart.embl.de/smart/DDvec.cgi?smart=262:Pfam_Hexapep(52|87)+	100217184,4.2.1.-,C0P638,C0P638_MAIZE,EC 4.2.1.-,Gamma carbonic anhydrase 1 mitochondrial,Gamma-carbonic anhydrase,NP_001137016,XM_008674078.1,XP_008672300.1,ZEAMMB73_Zm00001d040515,zma:100217184
C0P642_MAIZE	4577.C0P642	Zinc finger CCCH domain-containing protein 58.	https://smart.embl.de/smart/DDvec.cgi?smart=451:ZnF_C3H1(43|70)+ZnF_C3H1(91|118)+ZnF_C3H1(135|162)+ZnF_C3H1(289|316)+ZnF_C3H1(335|362)+	100281498,C0P642,C0P642_MAIZE,NP_001147888,Uncharacterized protein LOC100281498,ZEAMMB73_Zm00001d040301,Zinc finger CCCH domain-containing protein 58,zma:100281498
C0P665_MAIZE	4577.C0P665	Galactose oxidase/kelch repeat superfamily protein.	https://smart.embl.de/smart/DDvec.cgi?smart=620:Pfam_Kelch_3(31|80)+Kelch(83|133)+Kelch(135|187)+Kelch(188|237)+Kelch(238|287)+	100281462,C0P665,C0P665_MAIZE,Kelch motif family protein,NM_001154380.1,NP_001147852,NP_001147852.1,Rab9 effector protein with kelch motifs,ZEAMMB73_Zm00001d040606,zma:100281462
